75 20
55 24 81 84 10 64 77 3 22 37 80 5 91 44 92 90 19 83 11 58 4 54 38 9 48 59 72 42 49 96 15 58 8 66 65 58 24 69 23 39 99 5 89 4 31 74 63 52 21 75 44 82 69 10 33 95 75 77 31 91 38 77 36 70 60 9 48 32 39 75 69 76 76 73 97
40 12 90 10 34 47 60 8 54 83 6 58 1 21 28 59 75 60 28 12 75 1 3 16 1 44 56 72 54 88 84 79 34 34 90 38 40 81 72 49 73 30 30 11 32 80 66 25 18 32 77 90 31 86 66 7 70 41 30 75 35 97 72 95 27 55 90 66 46 15 84 89 91 76 55
64 19 30 89 14 46 53 27 84 68 46 9 75 86 9 37 86 99 43 10 17 7 47 29 69 11 21 92 41 10 66 1 33 4 81 56 46 94 66 55 79 78 22 100 32 59 47 91 5 34 44 26 99 5 10 7 13 71 47 33 48 32 54 5 3 89 31 22 78 41 79 84 73 88 97
57 81 12 73 13 6 50 68 9 45 77 27 43 99 93 49 16 66 98 36 28 48 93 87 80 43 76 2 70 53 49 81 99 76 10 25 68 14 61 32 76 66 100 3 22 31 29 38 8 11 47 38 33 5 54 1 97 13 49 29 99 35 34 20 41 71 8 76 22 21 71 96 43 86 24
84 46 61 60 97 51 28 57 93 15 28 62 72 36 61 75 33 15 26 95 78 52 25 24 5 47 56 60 15 100 20 4 8 10 16 56 83 78 46 16 42 5 8 83 83 88 4 58 7 30 32 41 14 30 92 32 4 87 86 31 76 2 12 37 32 75 72 52 70 6 64 74 91 94 89
85 1 31 86 2 40 86 51 70 6 43 92 90 98 1 10 62 16 60 5 85 62 22 76 59 34 85 23 85 32 49 47 63 57 15 48 92 9 83 26 73 87 52 79 6 91 22 10 90 23 95 17 25 80 68 100 12 65 44 61 51 76 21 97 41 13 99 10 83 77 79 100 76 68 61
40 88 69 49 21 2 35 86 48 37 96 93 19 92 53 70 36 67 5 18 98 62 52 36 6 78 95 25 58 14 33 83 57 70 66 12 100 47 95 12 89 44 19 81 23 61 38 21 2 99 53 31 27 57 62 12 97 35 68 63 12 33 68 84 73 52 64 75 79 91 55 37 30 51 41
96 66 13 36 59 29 21 32 86 32 43 17 78 74 79 91 34 55 29 54 53 75 94 6 37 35 72 48 85 33 64 78 97 70 71 97 73 46 91 5 13 62 26 3 17 16 74 89 85 10 37 65 17 42 14 30 14 14 4 83 74 25 9 26 98 75 28 58 87 63 61 79 39 91 8
68 16 6 44 59 5 63 38 57 78 79 64 64 33 51 23 78 71 82 15 100 92 71 40 30 96 17 98 68 83 21 88 14 52 83 12 67 4 3 68 28 39 81 57 97 57 16 79 74 58 9 33 59 41 60 20 51 8 69 41 52 57 36 94 60 89 60 79 76 3 43 98 99 1 83
37 20 51 14 21 7 35 89 81 46 46 66 18 36 83 45 31 78 47 25 21 71 38 6 87 16 55 89 30 13 99 74 49 61 69 60 46 60 66 48 18 12 89 38 67 14 39 29 93 69 16 21 95 74 19 15 74 32 49 11 30 41 5 8 62 1 88 7 70 13 97 7 55 77 33
70 41 46 26 51 11 24 32 2 26 22 32 23 87 41 28 14 93 80 19 76 44 40 5 8 41 19 87 11 82 20 64 83 70 40 36 26 2 81 4 40 80 42 67 23 3 23 25 77 71 25 79 2 85 47 28 96 44 89 72 61 49 51 12 97 98 34 46 2 93 37 77 78 34 61
48 75 75 21 12 71 47 12 66 32 58 17 9 56 7 36 41 45 96 69 62 97 24 16 71 14 91 77 70 94 97 52 58 39 42 42 36 48 26 45 2 21 50 62 57 57 12 94 1 58 13 39 35 23 54 99 57 52 33 72 69 46 52 60 69 3 9 62 59 24 6 77 38 9 42
85 85 43 37 72 78 9 46 92 78 58 12 45 86 90 37 31 2 5 19 50 26 3 59 1 57 83 57 85 97 46 13 2 44 92 27 52 99 21 98 35 62 32 27 50 32 27 14 99 11 4 59 80 97 64 62 94 91 7 22 41 93 33 40 20 2 41 16 33 20 32 50 78 45 6
67 16 70 89 61 95 27 19 56 50 36 75 54 82 97 58 52 91 9 67 53 76 72 3 55 37 88 66 58 76 54 55 63 91 73 70 70 82 43 13 78 50 64 81 88 94 37 77 99 15 62 98 12 13 38 47 26 87 65 22 42 38 45 23 60 65 76 51 79 69 58 6 100 50 92
43 41 99 36 92 35 58 78 36 100 63 40 76 36 12 23 10 41 7 26 41 17 48 50 66 63 33 94 87 80 64 58 3 66 40 42 14 24 62 47 21 51 29 72 23 49 41 18 20 17 99 83 13 55 1 69 1 64 50 76 84 43 43 2 63 92 82 49 37 12 66 17 6 2 95
47 18 81 86 7 40 10 66 80 51 3 84 68 52 61 42 70 42 82 39 85 20 67 74 15 88 17 49 59 45 30 63 17 91 8 16 89 26 49 8 75 50 55 39 75 63 25 9 90 65 58 18 18 56 56 66 60 36 18 54 17 6 44 80 87 64 34 45 72 11 88 50 70 48 6
35 31 23 66 38 45 17 8 99 92 19 34 17 72 29 43 93 84 46 34 27 29 72 8 18 7 5 65 68 18 45 5 75 62 94 27 40 38 51 32 63 47 15 21 44 90 87 92 82 64 67 45 79 72 55 82 33 13 50 1 45 86 54 4 15 92 65 89 42 31 84 56 28 3 11
69 57 33 33 17 72 8 61 92 88 58 40 94 5 86 71 22 24 90 53 76 45 70 87 58 67 27 73 65 91 61 10 100 16 71 98 61 43 57 39 48 72 21 30 62 2 60 74 3 34 77 69 70 67 70 15 64 1 39 13 84 38 85 63 31 76 8 64 4 15 7 17 4 56 83
72 77 94 15 58 65 3 64 65 48 82 57 91 27 31 96 38 1 51 80 6 70 41 9 93 35 1 84 1 94 31 4 29 50 32 69 78 100 3 80 47 46 45 36 36 87 57 37 45 23 39 84 75 55 91 75 25 82 14 13 95 4 7 95 86 22 70 23 97 35 4 96 28 43 8
51 26 39 14 99 68 19 76 86 25 88 2 13 95 47 92 78 80 94 46 83 78 31 64 26 91 56 46 9 18 71 92 30 58 75 3 91 13 67 77 91 82 49 16 30 65 20 18 8 62 80 85 25 73 29 15 81 98 67 10 76 38 94 69 10 91 10 92 83 58 16 79 95 40 10
